,Date,Time,Signal(dBm),Noise(dBm),Channel,Mode,SSID,BSSID,Frequency (GHz)
1220,5/10/2023 12:37:21,1696509441,-93,-94,112, ac,uniwide ,08-CC-68-B5-88-AA,
1310,5/10/2023 12:37:21,1696509441,-89,-93,6, g/n,eduroam ,4C-E1-76-F3-53-60,
1578,5/10/2023 12:37:21,1696509441,-89,-94,6, g/n,Global_Students ,4C-E1-76-F3-53-64,
2455,5/10/2023 12:37:21,1696509441,-56,-94,132, ac,[Hidden SSID] ,08-CC-68-B5-9A-4B,
2733,5/10/2023 12:37:21,1696509441,-78,-94,100, ac,eduroam ,08-CC-68-B4-8C-FE,
2976,5/10/2023 12:37:21,1696509441,-81,-94,112, ac,eduroam ,08-CC-68-B4-86-5E,
3529,5/10/2023 12:37:21,1696509441,-87,-94,6, g/n,uniwide ,4C-E1-76-F3-53-61,
4054,5/10/2023 12:37:21,1696509441,-50,-95,11, g/n,uniwide ,08-CC-68-B5-9A-45,
4311,5/10/2023 12:37:21,1696509441,-82,-95,11, g/n,[Hidden SSID] ,24-16-9D-23-F0-C5,
4697,5/10/2023 12:37:21,1696509441,-83,-94,132, ac,[Hidden SSID] ,B8-11-4B-82-62-AD,
4819,5/10/2023 12:37:21,1696509441,-82,-94,112, ac,[Hidden SSID] ,08-CC-68-B4-86-5B,
5095,5/10/2023 12:37:21,1696509441,-90,-94,6, g/n,[Hidden SSID] ,08-CC-68-B4-7E-E4,
5457,5/10/2023 12:37:21,1696509441,-56,-94,132, ac,eduroam ,08-CC-68-B5-9A-4E,
5660,5/10/2023 12:37:21,1696509441,-80,-94,132, ac,UNSW Guest ,B8-11-4B-82-62-AC,
5824,5/10/2023 12:37:21,1696509441,-78,-94,100, ac,[Hidden SSID] ,08-CC-68-B4-8C-FB,
6102,5/10/2023 12:37:21,1696509441,-63,-95,11, g/n,eduroam ,08-CC-68-B4-84-91,
6316,5/10/2023 12:37:21,1696509441,-59,-94,52, ac,eduroam ,08-CC-68-B4-77-AE,
6523,5/10/2023 12:37:21,1696509441,-70,-93,1, g/n,[Hidden SSID] ,08-CC-68-B5-88-A0,
6677,5/10/2023 12:37:21,1696509441,-82,-94,1, g/n,uniwide ,08-CC-68-B4-86-55,
7034,5/10/2023 12:37:21,1696509441,-78,-94,1, g/n,uniwide ,08-CC-68-B4-8C-F5,
7445,5/10/2023 12:37:21,1696509441,-78,-94,1, g/n,[Hidden SSID] ,08-CC-68-B4-8C-F4,
7963,5/10/2023 12:37:21,1696509441,-63,-93,11, g/n,[Hidden SSID] ,08-CC-68-B4-84-90,
8329,5/10/2023 12:37:21,1696509441,-70,-94,1, g/n,eduroam ,08-CC-68-B5-88-A1,
8422,5/10/2023 12:37:21,1696509441,-83,-93,1, g/n,[Hidden SSID] ,08-CC-68-B4-86-54,
8942,5/10/2023 12:37:21,1696509441,-84,-95,157, ac,eduroam ,08-CC-68-B4-84-1E,
9163,5/10/2023 12:37:21,1696509441,-92,-94,112, ac,[Hidden SSID] ,08-CC-68-B5-88-AF,
9467,5/10/2023 12:37:21,1696509441,-67,-93,6, g/n,[Hidden SSID] ,B8-11-4B-82-62-A5,
10213,5/10/2023 12:37:21,1696509441,-87,-91,6, g/n,[Hidden SSID] ,08-CC-68-B4-7D-64,
10568,5/10/2023 12:37:21,1696509441,-50,-94,11, g/n,[Hidden SSID] ,08-CC-68-B5-9A-40,
11911,5/10/2023 12:37:21,1696509441,-60,-95,52, ac,[Hidden SSID] ,08-CC-68-B4-77-AF,
12034,5/10/2023 12:37:21,1696509441,-92,-93,10, b/g/n,SECedu ,68-FF-7B-19-97-D8,
12371,5/10/2023 12:37:21,1696509441,-50,-95,11, g/n,eduroam ,08-CC-68-B5-9A-41,
12838,5/10/2023 12:37:21,1696509441,-87,-94,132, ac,eduroam ,08-CC-68-B4-84-9E,
13346,5/10/2023 12:37:21,1696509441,-89,-94,6, g/n,[Hidden SSID] ,4C-E1-76-F3-53-65,
13674,5/10/2023 12:37:21,1696509441,-78,-94,100, ac,uniwide ,08-CC-68-B4-8C-FA,
13730,5/10/2023 12:37:21,1696509441,-89,-93,1, g/n,eduroam ,24-16-9D-23-FD-20,
14001,5/10/2023 12:37:21,1696509441,-56,-94,132, ac,[Hidden SSID] ,08-CC-68-B5-9A-4F,
14341,5/10/2023 12:37:21,1696509441,-78,-94,1, g/n,eduroam ,08-CC-68-B4-8C-F1,
14582,5/10/2023 12:37:21,1696509441,-82,-93,1, g/n,eduroam ,08-CC-68-B4-86-51,
14651,5/10/2023 12:37:21,1696509441,-70,-93,1, g/n,[Hidden SSID] ,08-CC-68-B5-88-A4,
14762,5/10/2023 12:37:21,1696509441,-59,-94,52, ac,uniwide ,08-CC-68-B4-77-AA,
15176,5/10/2023 12:37:21,1696509441,-63,-95,11, g/n,uniwide ,08-CC-68-B4-84-95,
15333,5/10/2023 12:37:21,1696509441,-78,-94,100, ac,[Hidden SSID] ,08-CC-68-B4-8C-FF,
15661,5/10/2023 12:37:21,1696509441,-56,-94,132, ac,uniwide ,08-CC-68-B5-9A-4A,
15963,5/10/2023 12:37:21,1696509441,-89,-93,6, g/n,[Hidden SSID] ,4C-E1-76-F3-53-62,
16676,5/10/2023 12:37:21,1696509441,-91,-94,6, g/n,eduroam ,08-CC-68-B4-7E-E1,
16884,5/10/2023 12:37:21,1696509441,-93,-94,112, ac,[Hidden SSID] ,08-CC-68-B5-88-AB,
17620,5/10/2023 12:37:21,1696509441,-70,-94,1, g/n,uniwide ,08-CC-68-B5-88-A5,
17697,5/10/2023 12:37:21,1696509441,-82,-93,1, g/n,[Hidden SSID] ,08-CC-68-B4-86-50,
17911,5/10/2023 12:37:21,1696509441,-80,-94,132, ac,Global_Students ,B8-11-4B-82-62-AB,
18036,5/10/2023 12:37:21,1696509441,-63,-93,11, g/n,[Hidden SSID] ,08-CC-68-B4-84-94,
18132,5/10/2023 12:37:21,1696509441,-80,-94,132, ac,eduroam ,B8-11-4B-82-62-AF,
18390,5/10/2023 12:37:21,1696509441,-89,-94,6, g/n,UNSW Guest ,4C-E1-76-F3-53-63,
18667,5/10/2023 12:37:21,1696509441,-78,-94,1, g/n,[Hidden SSID] ,08-CC-68-B4-8C-F0,
216,5/10/2023 12:37:32,1696509452,-90,-94,1, b/g/n,ASUS_66U ,A8-5E-45-9A-D9-90,
493,5/10/2023 12:37:32,1696509452,-80,-93,132, ac,uniwide ,B8-11-4B-82-62-AE,
1087,5/10/2023 12:37:32,1696509452,-50,-92,11, g/n,[Hidden SSID] ,08-CC-68-B5-9A-44,
1219,5/10/2023 12:37:32,1696509452,-93,-94,112, ac,uniwide ,08-CC-68-B5-88-AA,
1309,5/10/2023 12:37:32,1696509452,-88,-94,6, g/n,eduroam ,4C-E1-76-F3-53-60,
1577,5/10/2023 12:37:32,1696509452,-89,-94,6, g/n,Global_Students ,4C-E1-76-F3-53-64,
2454,5/10/2023 12:37:32,1696509452,-56,-94,132, ac,[Hidden SSID] ,08-CC-68-B5-9A-4B,
2732,5/10/2023 12:37:32,1696509452,-78,-94,100, ac,eduroam ,08-CC-68-B4-8C-FE,
2975,5/10/2023 12:37:32,1696509452,-81,-94,112, ac,eduroam ,08-CC-68-B4-86-5E,
3294,5/10/2023 12:37:32,1696509452,-87,-94,6, g/n,eduroam ,08-CC-68-B4-7D-61,
3528,5/10/2023 12:37:32,1696509452,-89,-94,6, g/n,uniwide ,4C-E1-76-F3-53-61,
4053,5/10/2023 12:37:32,1696509452,-50,-92,11, g/n,uniwide ,08-CC-68-B5-9A-45,
4310,5/10/2023 12:37:32,1696509452,-82,-95,11, g/n,[Hidden SSID] ,24-16-9D-23-F0-C5,
4453,5/10/2023 12:37:32,1696509452,-59,-95,52, ac,[Hidden SSID] ,08-CC-68-B4-77-AB,
4696,5/10/2023 12:37:32,1696509452,-83,-94,132, ac,[Hidden SSID] ,B8-11-4B-82-62-AD,
4818,5/10/2023 12:37:32,1696509452,-82,-94,112, ac,[Hidden SSID] ,08-CC-68-B4-86-5B,
5094,5/10/2023 12:37:32,1696509452,-90,-93,6, g/n,[Hidden SSID] ,08-CC-68-B4-7E-E4,
5456,5/10/2023 12:37:32,1696509452,-57,-93,132, ac,eduroam ,08-CC-68-B5-9A-4E,
5659,5/10/2023 12:37:32,1696509452,-80,-93,132, ac,UNSW Guest ,B8-11-4B-82-62-AC,
5823,5/10/2023 12:37:32,1696509452,-78,-94,100, ac,[Hidden SSID] ,08-CC-68-B4-8C-FB,
6101,5/10/2023 12:37:32,1696509452,-62,-92,11, g/n,eduroam ,08-CC-68-B4-84-91,
6315,5/10/2023 12:37:32,1696509452,-59,-95,52, ac,eduroam ,08-CC-68-B4-77-AE,
6522,5/10/2023 12:37:32,1696509452,-71,-94,1, g/n,[Hidden SSID] ,08-CC-68-B5-88-A0,
6676,5/10/2023 12:37:32,1696509452,-82,-94,1, g/n,uniwide ,08-CC-68-B4-86-55,
7033,5/10/2023 12:37:32,1696509452,-79,-94,1, g/n,uniwide ,08-CC-68-B4-8C-F5,
7444,5/10/2023 12:37:32,1696509452,-78,-94,1, g/n,[Hidden SSID] ,08-CC-68-B4-8C-F4,
7962,5/10/2023 12:37:32,1696509452,-64,-92,11, g/n,[Hidden SSID] ,08-CC-68-B4-84-90,
8328,5/10/2023 12:37:32,1696509452,-71,-94,1, g/n,eduroam ,08-CC-68-B5-88-A1,
8421,5/10/2023 12:37:32,1696509452,-83,-93,1, g/n,[Hidden SSID] ,08-CC-68-B4-86-54,
8941,5/10/2023 12:37:32,1696509452,-84,-95,157, ac,eduroam ,08-CC-68-B4-84-1E,
9162,5/10/2023 12:37:32,1696509452,-92,-94,112, ac,[Hidden SSID] ,08-CC-68-B5-88-AF,
9466,5/10/2023 12:37:32,1696509452,-67,-93,6, g/n,[Hidden SSID] ,B8-11-4B-82-62-A5,
10412,5/10/2023 12:37:32,1696509452,-93,-94,112, ac,eduroam ,08-CC-68-B5-88-AE,
10567,5/10/2023 12:37:32,1696509452,-50,-92,11, g/n,[Hidden SSID] ,08-CC-68-B5-9A-40,
11567,5/10/2023 12:37:32,1696509452,-81,-93,132, ac,[Hidden SSID] ,B8-11-4B-82-62-AA,
11910,5/10/2023 12:37:32,1696509452,-59,-95,52, ac,[Hidden SSID] ,08-CC-68-B4-77-AF,
12033,5/10/2023 12:37:32,1696509452,-92,-93,10, b/g/n,SECedu ,68-FF-7B-19-97-D8,
12370,5/10/2023 12:37:32,1696509452,-50,-92,11, g/n,eduroam ,08-CC-68-B5-9A-41,
12837,5/10/2023 12:37:32,1696509452,-87,-94,132, ac,eduroam ,08-CC-68-B4-84-9E,
13345,5/10/2023 12:37:32,1696509452,-89,-94,6, g/n,[Hidden SSID] ,4C-E1-76-F3-53-65,
13673,5/10/2023 12:37:32,1696509452,-78,-94,100, ac,uniwide ,08-CC-68-B4-8C-FA,
13729,5/10/2023 12:37:32,1696509452,-89,-94,1, g/n,eduroam ,24-16-9D-23-FD-20,
13933,5/10/2023 12:37:32,1696509452,-88,-94,1, g/n,Global_Students ,24-16-9D-23-FD-24,
14000,5/10/2023 12:37:32,1696509452,-56,-94,132, ac,[Hidden SSID] ,08-CC-68-B5-9A-4F,
14340,5/10/2023 12:37:32,1696509452,-78,-94,1, g/n,eduroam ,08-CC-68-B4-8C-F1,
14581,5/10/2023 12:37:32,1696509452,-82,-94,1, g/n,eduroam ,08-CC-68-B4-86-51,
14650,5/10/2023 12:37:32,1696509452,-71,-94,1, g/n,[Hidden SSID] ,08-CC-68-B5-88-A4,
14761,5/10/2023 12:37:32,1696509452,-59,-95,52, ac,uniwide ,08-CC-68-B4-77-AA,
15175,5/10/2023 12:37:32,1696509452,-64,-92,11, g/n,uniwide ,08-CC-68-B4-84-95,
15332,5/10/2023 12:37:32,1696509452,-78,-94,100, ac,[Hidden SSID] ,08-CC-68-B4-8C-FF,
15660,5/10/2023 12:37:32,1696509452,-57,-93,132, ac,uniwide ,08-CC-68-B5-9A-4A,
15962,5/10/2023 12:37:32,1696509452,-89,-94,6, g/n,[Hidden SSID] ,4C-E1-76-F3-53-62,
16225,5/10/2023 12:37:32,1696509452,-90,-93,6, g/n,[Hidden SSID] ,08-CC-68-B4-7E-E0,
16675,5/10/2023 12:37:32,1696509452,-91,-94,6, g/n,eduroam ,08-CC-68-B4-7E-E1,
16883,5/10/2023 12:37:32,1696509452,-93,-94,112, ac,[Hidden SSID] ,08-CC-68-B5-88-AB,
17077,5/10/2023 12:37:32,1696509452,-82,-95,157, ac,uniwide ,08-CC-68-B4-84-1A,
17619,5/10/2023 12:37:32,1696509452,-71,-94,1, g/n,uniwide ,08-CC-68-B5-88-A5,
17696,5/10/2023 12:37:32,1696509452,-83,-94,1, g/n,[Hidden SSID] ,08-CC-68-B4-86-50,
17910,5/10/2023 12:37:32,1696509452,-81,-93,132, ac,Global_Students ,B8-11-4B-82-62-AB,
18035,5/10/2023 12:37:32,1696509452,-63,-93,11, g/n,[Hidden SSID] ,08-CC-68-B4-84-94,
18131,5/10/2023 12:37:32,1696509452,-80,-93,132, ac,eduroam ,B8-11-4B-82-62-AF,
18389,5/10/2023 12:37:32,1696509452,-89,-94,6, g/n,UNSW Guest ,4C-E1-76-F3-53-63,
18666,5/10/2023 12:37:32,1696509452,-78,-94,1, g/n,[Hidden SSID] ,08-CC-68-B4-8C-F0,
215,5/10/2023 12:37:42,1696509462,-90,-94,1, b/g/n,ASUS_66U ,A8-5E-45-9A-D9-90,
492,5/10/2023 12:37:42,1696509462,-80,-94,132, ac,uniwide ,B8-11-4B-82-62-AE,
615,5/10/2023 12:37:42,1696509462,-79,-94,6, g/n,eduroam ,74-88-BB-2B-01-20,
1086,5/10/2023 12:37:42,1696509462,-50,-92,11, g/n,[Hidden SSID] ,08-CC-68-B5-9A-44,
1179,5/10/2023 12:37:42,1696509462,-67,-94,6, g/n,[Hidden SSID] ,B8-11-4B-82-62-A2,
1218,5/10/2023 12:37:42,1696509462,-93,-94,112, ac,uniwide ,08-CC-68-B5-88-AA,
1308,5/10/2023 12:37:42,1696509462,-88,-94,6, g/n,eduroam ,4C-E1-76-F3-53-60,
1576,5/10/2023 12:37:42,1696509462,-89,-94,6, g/n,Global_Students ,4C-E1-76-F3-53-64,
2453,5/10/2023 12:37:42,1696509462,-56,-94,132, ac,[Hidden SSID] ,08-CC-68-B5-9A-4B,
2731,5/10/2023 12:37:42,1696509462,-77,-94,100, ac,eduroam ,08-CC-68-B4-8C-FE,
3293,5/10/2023 12:37:42,1696509462,-87,-94,6, g/n,eduroam ,08-CC-68-B4-7D-61,
3527,5/10/2023 12:37:42,1696509462,-89,-94,6, g/n,uniwide ,4C-E1-76-F3-53-61,
3827,5/10/2023 12:37:42,1696509462,-89,-94,6, ac,gj 的 S23 ,1A-62-02-07-FE-2F,
3872,5/10/2023 12:37:42,1696509462,-67,-94,6, g/n,UNSW Guest ,B8-11-4B-82-62-A3,
4052,5/10/2023 12:37:42,1696509462,-50,-93,11, g/n,uniwide ,08-CC-68-B5-9A-45,
4221,5/10/2023 12:37:42,1696509462,-79,-94,6, g/n,uniwide ,74-88-BB-2B-01-21,
4309,5/10/2023 12:37:42,1696509462,-82,-95,11, g/n,[Hidden SSID] ,24-16-9D-23-F0-C5,
4452,5/10/2023 12:37:42,1696509462,-59,-95,52, ac,[Hidden SSID] ,08-CC-68-B4-77-AB,
4817,5/10/2023 12:37:42,1696509462,-82,-94,112, ac,[Hidden SSID] ,08-CC-68-B4-86-5B,
5093,5/10/2023 12:37:42,1696509462,-90,-93,6, g/n,[Hidden SSID] ,08-CC-68-B4-7E-E4,
5255,5/10/2023 12:37:42,1696509462,-87,-94,132, ac,[Hidden SSID] ,08-CC-68-B4-84-9F,
5455,5/10/2023 12:37:42,1696509462,-57,-94,132, ac,eduroam ,08-CC-68-B5-9A-4E,
5658,5/10/2023 12:37:42,1696509462,-80,-94,132, ac,UNSW Guest ,B8-11-4B-82-62-AC,
5822,5/10/2023 12:37:42,1696509462,-78,-94,100, ac,[Hidden SSID] ,08-CC-68-B4-8C-FB,
6100,5/10/2023 12:37:42,1696509462,-65,-93,11, g/n,eduroam ,08-CC-68-B4-84-91,
6314,5/10/2023 12:37:42,1696509462,-59,-95,52, ac,eduroam ,08-CC-68-B4-77-AE,
6521,5/10/2023 12:37:42,1696509462,-71,-93,1, g/n,[Hidden SSID] ,08-CC-68-B5-88-A0,
6675,5/10/2023 12:37:42,1696509462,-82,-94,1, g/n,uniwide ,08-CC-68-B4-86-55,
7032,5/10/2023 12:37:42,1696509462,-79,-93,1, g/n,uniwide ,08-CC-68-B4-8C-F5,
7443,5/10/2023 12:37:42,1696509462,-78,-94,1, g/n,[Hidden SSID] ,08-CC-68-B4-8C-F4,
7961,5/10/2023 12:37:42,1696509462,-64,-92,11, g/n,[Hidden SSID] ,08-CC-68-B4-84-90,
8327,5/10/2023 12:37:42,1696509462,-71,-93,1, g/n,eduroam ,08-CC-68-B5-88-A1,
8420,5/10/2023 12:37:42,1696509462,-83,-93,1, g/n,[Hidden SSID] ,08-CC-68-B4-86-54,
8855,5/10/2023 12:37:42,1696509462,-82,-93,11, g/n,UNSW Guest ,24-16-9D-23-F0-C3,
8940,5/10/2023 12:37:42,1696509462,-84,-95,157, ac,eduroam ,08-CC-68-B4-84-1E,
9465,5/10/2023 12:37:42,1696509462,-67,-93,6, g/n,[Hidden SSID] ,B8-11-4B-82-62-A5,
10212,5/10/2023 12:37:42,1696509462,-89,-94,6, g/n,[Hidden SSID] ,08-CC-68-B4-7D-64,
10411,5/10/2023 12:37:42,1696509462,-92,-94,112, ac,eduroam ,08-CC-68-B5-88-AE,
10566,5/10/2023 12:37:42,1696509462,-50,-93,11, g/n,[Hidden SSID] ,08-CC-68-B5-9A-40,
11349,5/10/2023 12:37:42,1696509462,-83,-93,11, g/n,Global_Students ,24-16-9D-23-F0-C4,
11468,5/10/2023 12:37:42,1696509462,-82,-93,11, g/n,eduroam ,24-16-9D-23-F0-C0,
11566,5/10/2023 12:37:42,1696509462,-81,-93,132, ac,[Hidden SSID] ,B8-11-4B-82-62-AA,
11688,5/10/2023 12:37:42,1696509462,-83,-93,11, g/n,uniwide ,24-16-9D-23-F0-C1,
11909,5/10/2023 12:37:42,1696509462,-59,-95,52, ac,[Hidden SSID] ,08-CC-68-B4-77-AF,
12032,5/10/2023 12:37:42,1696509462,-92,-93,10, b/g/n,SECedu ,68-FF-7B-19-97-D8,
12369,5/10/2023 12:37:42,1696509462,-50,-93,11, g/n,eduroam ,08-CC-68-B5-9A-41,
13266,5/10/2023 12:37:42,1696509462,-81,-94,112, ac,uniwide ,08-CC-68-B4-86-5A,
13344,5/10/2023 12:37:42,1696509462,-89,-94,6, g/n,[Hidden SSID] ,4C-E1-76-F3-53-65,
13672,5/10/2023 12:37:42,1696509462,-77,-94,100, ac,uniwide ,08-CC-68-B4-8C-FA,
13728,5/10/2023 12:37:42,1696509462,-89,-93,1, g/n,eduroam ,24-16-9D-23-FD-20,
13932,5/10/2023 12:37:42,1696509462,-88,-94,1, g/n,Global_Students ,24-16-9D-23-FD-24,
13999,5/10/2023 12:37:42,1696509462,-57,-94,132, ac,[Hidden SSID] ,08-CC-68-B5-9A-4F,
14339,5/10/2023 12:37:42,1696509462,-78,-94,1, g/n,eduroam ,08-CC-68-B4-8C-F1,
14580,5/10/2023 12:37:42,1696509462,-82,-94,1, g/n,eduroam ,08-CC-68-B4-86-51,
14649,5/10/2023 12:37:42,1696509462,-71,-93,1, g/n,[Hidden SSID] ,08-CC-68-B5-88-A4,
14760,5/10/2023 12:37:42,1696509462,-60,-95,52, ac,uniwide ,08-CC-68-B4-77-AA,
15059,5/10/2023 12:37:42,1696509462,-79,-94,6, g/n,[Hidden SSID] ,74-88-BB-2B-01-22,
15174,5/10/2023 12:37:42,1696509462,-64,-93,11, g/n,uniwide ,08-CC-68-B4-84-95,
15331,5/10/2023 12:37:42,1696509462,-78,-94,100, ac,[Hidden SSID] ,08-CC-68-B4-8C-FF,
15659,5/10/2023 12:37:42,1696509462,-57,-94,132, ac,uniwide ,08-CC-68-B5-9A-4A,
15889,5/10/2023 12:37:42,1696509462,-67,-94,6, g/n,eduroam ,B8-11-4B-82-62-A0,
15961,5/10/2023 12:37:42,1696509462,-89,-94,6, g/n,[Hidden SSID] ,4C-E1-76-F3-53-62,
16015,5/10/2023 12:37:42,1696509462,-87,-94,132, ac,[Hidden SSID] ,08-CC-68-B4-84-9B,
16167,5/10/2023 12:37:42,1696509462,-67,-94,6, g/n,Global_Students ,B8-11-4B-82-62-A4,
16224,5/10/2023 12:37:42,1696509462,-90,-93,6, g/n,[Hidden SSID] ,08-CC-68-B4-7E-E0,
16387,5/10/2023 12:37:42,1696509462,-80,-94,112, ac,[Hidden SSID] ,08-CC-68-B4-86-5F,
16674,5/10/2023 12:37:42,1696509462,-91,-94,6, g/n,eduroam ,08-CC-68-B4-7E-E1,
16855,5/10/2023 12:37:42,1696509462,-67,-94,6, g/n,uniwide ,B8-11-4B-82-62-A1,
17076,5/10/2023 12:37:42,1696509462,-82,-96,157, ac,uniwide ,08-CC-68-B4-84-1A,
17425,5/10/2023 12:37:42,1696509462,-79,-94,6, g/n,UNSW Guest ,74-88-BB-2B-01-23,
17618,5/10/2023 12:37:42,1696509462,-71,-93,1, g/n,uniwide ,08-CC-68-B5-88-A5,
17695,5/10/2023 12:37:42,1696509462,-83,-94,1, g/n,[Hidden SSID] ,08-CC-68-B4-86-50,
17909,5/10/2023 12:37:42,1696509462,-80,-94,132, ac,Global_Students ,B8-11-4B-82-62-AB,
18034,5/10/2023 12:37:42,1696509462,-63,-93,11, g/n,[Hidden SSID] ,08-CC-68-B4-84-94,
18130,5/10/2023 12:37:42,1696509462,-80,-94,132, ac,eduroam ,B8-11-4B-82-62-AF,
18388,5/10/2023 12:37:42,1696509462,-89,-94,6, g/n,UNSW Guest ,4C-E1-76-F3-53-63,
18665,5/10/2023 12:37:42,1696509462,-79,-93,1, g/n,[Hidden SSID] ,08-CC-68-B4-8C-F0,
214,5/10/2023 12:37:52,1696509472,-90,-94,1, b/g/n,ASUS_66U ,A8-5E-45-9A-D9-90,
491,5/10/2023 12:37:52,1696509472,-80,-94,132, ac,uniwide ,B8-11-4B-82-62-AE,
614,5/10/2023 12:37:52,1696509472,-79,-94,6, g/n,eduroam ,74-88-BB-2B-01-20,
1085,5/10/2023 12:37:52,1696509472,-49,-92,11, g/n,[Hidden SSID] ,08-CC-68-B5-9A-44,
1178,5/10/2023 12:37:52,1696509472,-67,-94,6, g/n,[Hidden SSID] ,B8-11-4B-82-62-A2,
1307,5/10/2023 12:37:52,1696509472,-88,-94,6, g/n,eduroam ,4C-E1-76-F3-53-60,
1575,5/10/2023 12:37:52,1696509472,-89,-94,6, g/n,Global_Students ,4C-E1-76-F3-53-64,
2452,5/10/2023 12:37:52,1696509472,-56,-94,132, ac,[Hidden SSID] ,08-CC-68-B5-9A-4B,
2730,5/10/2023 12:37:52,1696509472,-76,-94,100, ac,eduroam ,08-CC-68-B4-8C-FE,
3292,5/10/2023 12:37:52,1696509472,-87,-94,6, g/n,eduroam ,08-CC-68-B4-7D-61,
3526,5/10/2023 12:37:52,1696509472,-89,-94,6, g/n,uniwide ,4C-E1-76-F3-53-61,
3826,5/10/2023 12:37:52,1696509472,-89,-94,6, ac,gj 的 S23 ,1A-62-02-07-FE-2F,
3871,5/10/2023 12:37:52,1696509472,-67,-94,6, g/n,UNSW Guest ,B8-11-4B-82-62-A3,
4051,5/10/2023 12:37:52,1696509472,-49,-93,11, g/n,uniwide ,08-CC-68-B5-9A-45,
4220,5/10/2023 12:37:52,1696509472,-79,-94,6, g/n,uniwide ,74-88-BB-2B-01-21,
4308,5/10/2023 12:37:52,1696509472,-82,-95,11, g/n,[Hidden SSID] ,24-16-9D-23-F0-C5,
4451,5/10/2023 12:37:52,1696509472,-59,-95,52, ac,[Hidden SSID] ,08-CC-68-B4-77-AB,
5092,5/10/2023 12:37:52,1696509472,-90,-93,6, g/n,[Hidden SSID] ,08-CC-68-B4-7E-E4,
5254,5/10/2023 12:37:52,1696509472,-87,-94,132, ac,[Hidden SSID] ,08-CC-68-B4-84-9F,
5454,5/10/2023 12:37:52,1696509472,-56,-94,132, ac,eduroam ,08-CC-68-B5-9A-4E,
5657,5/10/2023 12:37:52,1696509472,-80,-94,132, ac,UNSW Guest ,B8-11-4B-82-62-AC,
6099,5/10/2023 12:37:52,1696509472,-64,-93,11, g/n,eduroam ,08-CC-68-B4-84-91,
6313,5/10/2023 12:37:52,1696509472,-57,-95,52, ac,eduroam ,08-CC-68-B4-77-AE,
6520,5/10/2023 12:37:52,1696509472,-71,-93,1, g/n,[Hidden SSID] ,08-CC-68-B5-88-A0,
6674,5/10/2023 12:37:52,1696509472,-79,-95,1, g/n,uniwide ,08-CC-68-B4-86-55,
7031,5/10/2023 12:37:52,1696509472,-79,-93,1, g/n,uniwide ,08-CC-68-B4-8C-F5,
7442,5/10/2023 12:37:52,1696509472,-77,-95,1, g/n,[Hidden SSID] ,08-CC-68-B4-8C-F4,
7960,5/10/2023 12:37:52,1696509472,-64,-92,11, g/n,[Hidden SSID] ,08-CC-68-B4-84-90,
8326,5/10/2023 12:37:52,1696509472,-73,-95,1, g/n,eduroam ,08-CC-68-B5-88-A1,
8854,5/10/2023 12:37:52,1696509472,-82,-93,11, g/n,UNSW Guest ,24-16-9D-23-F0-C3,
8939,5/10/2023 12:37:52,1696509472,-84,-95,157, ac,eduroam ,08-CC-68-B4-84-1E,
9831,5/10/2023 12:37:52,1696509472,-90,-95,5, ax,MEREAVIE_CONTROL ,7C-10-C9-02-F3-12,
10211,5/10/2023 12:37:52,1696509472,-89,-94,6, g/n,[Hidden SSID] ,08-CC-68-B4-7D-64,
10410,5/10/2023 12:37:52,1696509472,-92,-94,112, ac,eduroam ,08-CC-68-B5-88-AE,
10565,5/10/2023 12:37:52,1696509472,-49,-93,11, g/n,[Hidden SSID] ,08-CC-68-B5-9A-40,
11348,5/10/2023 12:37:52,1696509472,-83,-93,11, g/n,Global_Students ,24-16-9D-23-F0-C4,
11467,5/10/2023 12:37:52,1696509472,-82,-93,11, g/n,eduroam ,24-16-9D-23-F0-C0,
11565,5/10/2023 12:37:52,1696509472,-81,-94,132, ac,[Hidden SSID] ,B8-11-4B-82-62-AA,
11687,5/10/2023 12:37:52,1696509472,-83,-93,11, g/n,uniwide ,24-16-9D-23-F0-C1,
11908,5/10/2023 12:37:52,1696509472,-59,-95,52, ac,[Hidden SSID] ,08-CC-68-B4-77-AF,
12368,5/10/2023 12:37:52,1696509472,-49,-93,11, g/n,eduroam ,08-CC-68-B5-9A-41,
13265,5/10/2023 12:37:52,1696509472,-79,-94,112, ac,uniwide ,08-CC-68-B4-86-5A,
13343,5/10/2023 12:37:52,1696509472,-89,-94,6, g/n,[Hidden SSID] ,4C-E1-76-F3-53-65,
13671,5/10/2023 12:37:52,1696509472,-76,-94,100, ac,uniwide ,08-CC-68-B4-8C-FA,
13727,5/10/2023 12:37:52,1696509472,-89,-93,1, g/n,eduroam ,24-16-9D-23-FD-20,
13931,5/10/2023 12:37:52,1696509472,-88,-94,1, g/n,Global_Students ,24-16-9D-23-FD-24,
13998,5/10/2023 12:37:52,1696509472,-57,-94,132, ac,[Hidden SSID] ,08-CC-68-B5-9A-4F,
14338,5/10/2023 12:37:52,1696509472,-78,-94,1, g/n,eduroam ,08-CC-68-B4-8C-F1,
14579,5/10/2023 12:37:52,1696509472,-82,-94,1, g/n,eduroam ,08-CC-68-B4-86-51,
14648,5/10/2023 12:37:52,1696509472,-71,-93,1, g/n,[Hidden SSID] ,08-CC-68-B5-88-A4,
